Step,Scaffold,SMILES,Custom alerts,QED Score,dockstream,raw_dockstream,total_score,ID
100.0,O=C1NCCc2c1cccc2-c1ccccc1,O=C1NCCc2c1cc(C(F)(F)F)cc2-c1cccc(Cl)c1,1.0,0.8313125371932983,0.9696444869041443,-12.406999588012695,0.9450856447219849,Reinforcement learning demo_0
99.0,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cc[nH]cn4)cc1c23,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cc[nH]cn4)cc1c23,1.0,0.7427808046340942,0.9899283051490784,-13.187999725341797,0.9436549544334412,Reinforcement learning demo_1
100.0,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cc[nH]cc4)cc1c23,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cc[nH]cc4)cc1c23,1.0,0.7549245357513428,0.9865187406539917,-12.982999801635742,0.9434923529624939,Reinforcement learning demo_2
95.0,O=C1NC(=O)c2cc(Cc3ccccc3)cc3cccc1c23,O=C1NC(=O)c2cc(Cc3cccc(F)c3)cc3cccc1c23,1.0,0.7370856404304504,0.9845523238182068,-12.88700008392334,0.9381781816482544,Reinforcement learning demo_3
96.0,O=C1NC(=O)c2c1cccc2-c1ccccc1,Cc1cccc(-c2cc(C(F)(F)F)cc3c2C(=O)NC3=O)c1,1.0,0.8188009262084961,0.9588040113449097,-12.187000274658203,0.9339090585708618,Reinforcement learning demo_4
110.0,O=c1[nH]c2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2c2c1CCCC2,O=c1[nH]c2ccc(S(=O)(=O)N=c3ccc(Cl)c[nH]3)cc2c2c1CCCC2,1.0,0.7048853635787964,0.9876201748847961,-13.043000221252441,0.9336369633674622,Reinforcement learning demo_5
115.0,O=C1NC(=O)c2cc(CN3CCCCC3)cc3cccc1c23,O=C1NC(=O)c2cc(CN3CCCCC3)cc3cccc1c23,1.0,0.8664281964302063,0.9465417265892029,-11.996999740600586,0.9326926469802856,Reinforcement learning demo_6
94.0,c1ccc(-c2ccccc2-c2ccccc2)cc1,NS(=O)(=O)c1ccc(-c2ccc(F)cc2-c2ccc(F)c(F)c2)cc1,1.0,0.7620425224304199,0.9696444869041443,-12.406999588012695,0.9314802289009094,Reinforcement learning demo_7
83.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,Cc1cccc(-c2c3c(cc4ccccc24)C(=O)NC3=O)c1,1.0,0.6936256885528564,0.9846178293228149,-12.890000343322754,0.9287751913070679,Reinforcement learning demo_8
106.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,O=C1NC(=O)c2c1cc1ccccc1c2-c1cccc(Cl)c1,1.0,0.6895429491996765,0.983927309513092,-12.859000205993652,0.9273195862770081,Reinforcement learning demo_9
110.0,O=C(N=c1cccc[nH]1)c1ccccc1-c1ccccc1,O=C(N=c1ccc(F)c[nH]1)c1ccccc1-c1ccc(F)cc1,1.0,0.7704653739929199,0.9572415947914124,-12.15999984741211,0.9232305288314819,Reinforcement learning demo_10
115.0,O=S(=O)(N=c1cc[nH]cn1)c1cc2c3c(cccc3c1)CCC2,O=S(=O)(N=c1cc[nH]cn1)c1cc2c3c(cccc3c1)CCC2,1.0,0.7855982184410095,0.9512825608253479,-12.0649995803833,0.9214208722114563,Reinforcement learning demo_11
77.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,O=C1NC(=O)c2c1cc1ccccc1c2-c1cccc(C(F)(F)F)c1,1.0,0.6666109561920166,0.9819250106811523,-12.776000022888184,0.92054283618927,Reinforcement learning demo_12
114.0,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cccc[nH]4)cc1c23,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cccc[nH]4)cc1c23,1.0,0.7549245357513428,0.9561687111854553,-12.142000198364258,0.9192410111427307,Reinforcement learning demo_13
106.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,Cc1cc(-c2c3c(cc4ccccc24)C(=O)NC3=O)ccc1F,1.0,0.69435715675354,0.9716923236846924,-12.456999778747559,0.9187650680541992,Reinforcement learning demo_14
119.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,Cc1ccc(-c2c3c(cc4ccccc24)C(=O)NC3=O)cc1F,1.0,0.69435715675354,0.9714937806129456,-12.45199966430664,0.9186086058616638,Reinforcement learning demo_15
118.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,Cc1ccc(-c2c3c(cc4ccccc24)C(=O)NC3=O)cc1C,1.0,0.6903312802314758,0.9648668169975281,-12.302000045776367,0.9124990105628967,Reinforcement learning demo_16
69.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,COc1cccc(-c2c3c(cc4ccccc24)C(=O)NC3=O)c1,1.0,0.7382168769836426,0.9507462382316589,-12.057000160217285,0.91148841381073,Reinforcement learning demo_17
111.0,O=C1CCCCc2c1c1cc(S(=O)(=O)N=c3nccc[nH]3)ccc1[nH]c2=O,O=C1CCCCc2c1c1cc(S(=O)(=O)N=c3nccc[nH]3)ccc1[nH]c2=O,1.0,0.6470358371734619,0.9754277467727661,-12.557999610900879,0.9109278321266174,Reinforcement learning demo_18
75.0,O=C1N=c2ccc3ccccc3c2=C1c1ccccc1,Cc1cc2ccccc2c2c1=NC(=O)C=2c1cccc(Cl)c1,1.0,0.6788657307624817,0.9641774296760559,-12.288000106811523,0.9094136357307434,Reinforcement learning demo_19
80.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccc(F)cc1F,1.0,0.697192907333374,0.95903080701828,-12.190999984741211,0.909395158290863,Reinforcement learning demo_20
78.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccc(F)c(F)c1,1.0,0.697192907333374,0.9575351476669312,-12.164999961853027,0.9082131385803223,Reinforcement learning demo_21
92.0,O=C1Nc2cccc3c(S(=O)(=O)N=c4cc[nH]cn4)ccc1c23,O=C1Nc2cccc3c(S(=O)(=O)N=c4cc[nH]cn4)ccc1c23,1.0,0.7427808046340942,0.9447668790817261,-11.972999572753906,0.9076407551765442,Reinforcement learning demo_22
107.0,O=S(=O)(N=c1cc[nH]cn1)c1cc2c3c(cccc3c1)CC2,O=S(=O)(N=c1cc[nH]cn1)c1cc2c3c(cccc3c1)CC2,1.0,0.7857516407966614,0.9339747428894043,-11.840999603271484,0.9074586033821106,Reinforcement learning demo_23
92.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,Cc1cc(-c2c3c(cc4ccccc24)C(=O)NC3=O)ccc1Cl,1.0,0.6771355271339417,0.960802435874939,-12.222999572753906,0.9063745141029358,Reinforcement learning demo_24
110.0,O=c1[nH][nH]cnc1=NS(=O)(=O)c1ccc2ccccc2c1,O=c1[nH][nH]cnc1=NS(=O)(=O)c1ccc2ccccc2c1,1.0,0.719860851764679,0.9488944411277771,-12.029999732971191,0.9061977863311768,Reinforcement learning demo_25
105.0,O=C1Nc2cccc3cc(S(=O)(=O)N=c4cccc[nH]4)cc1c23,O=C1Nc2cccc3cc(S(=O)(=O)N=c4[nH]cccc4F)cc1c23,1.0,0.7468513250350952,0.9398404955863953,-11.90999984741211,0.9045186042785645,Reinforcement learning demo_26
69.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,O=C1NC(=O)c2c1cc1ccccc1c2-c1cccc(F)c1,1.0,0.6971207857131958,0.9522078037261963,-12.079000473022461,0.903984785079956,Reinforcement learning demo_27
111.0,O=S(=O)(N=c1cc[nH]cn1)c1cc2c3c(cccc3c1)CC2,CC1Cc2cccc3cc(S(=O)(=O)N=c4cc[nH]cn4)cc1c23,1.0,0.7864199876785278,0.92777419090271,-11.77400016784668,0.9025633335113525,Reinforcement learning demo_28
98.0,O=S(=O)(N=c1cc[nH]cn1)c1ccc2ccc3ccccc3c2c1,O=S(=O)(N=c1cc[nH]cn1)c1ccc2ccc3ccccc3c2c1,1.0,0.5722295045852661,0.9876728653907776,-13.045999526977539,0.9017911553382874,Reinforcement learning demo_29
107.0,c1ccc(-c2c3c(cc4ccccc24)COC3)cc1,Clc1cccc(-c2c3c(cc4ccccc24)COC3)c1,1.0,0.5958824753761292,0.9793025255203247,-12.680000305175781,0.901482880115509,Reinforcement learning demo_30
88.0,c1ccc(-c2ccccc2-c2ccccc2)cc1,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(F)c2)cc1,1.0,0.6906933188438416,0.9478374719619751,-12.015000343322754,0.8991367816925049,Reinforcement learning demo_31
114.0,O=S(=O)(N=c1cc[nH]cc1)c1cc2c3c(cccc3c1)CC2,O=S(=O)(N=c1cc[nH]cc1)c1cc2c3c(cccc3c1)CC2,1.0,0.7904582023620605,0.9215623140335083,-11.711999893188477,0.8982910513877869,Reinforcement learning demo_32
66.0,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccc(F)cc1,1.0,0.6971207857131958,0.943934977054596,-11.961999893188477,0.8974351286888123,Reinforcement learning demo_33
101.0,O=C1NCc2cc3ccccc3c(-c3ccccc3)c21,Cc1cc(-c2c3c(cc4ccccc24)CNC3=O)ccc1F,1.0,0.7150893807411194,0.9380252957344055,-11.887999534606934,0.8965451717376709,Reinforcement learning demo_34
115.0,O=C1C=C(c2ccccc2)c2ccccc2C1=O,O=C1C=C(c2cccc(Cl)c2)c2cc(F)ccc2C1=O,1.0,0.7495787739753723,0.9289228916168213,-11.78600025177002,0.896298348903656,Reinforcement learning demo_35
119.0,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1cccc(O)c1,1.0,0.5837003588676453,0.9754621982574463,-12.559000015258789,0.8954479694366455,Reinforcement learning demo_36
116.0,O=c1[nH]c2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2c2ccccc12,O=c1[nH]c2ccc(S(=O)(=O)N=c3ccc(F)c[nH]3)cc2c2ccccc12,1.0,0.5314002633094788,0.9898995161056519,-13.185999870300293,0.8924068212509155,Reinforcement learning demo_37
111.0,O=c1[nH]c2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2c2ccccc12,O=c1[nH]c2ccc(S(=O)(=O)N=c3ccc(Cl)c[nH]3)cc2c2ccccc12,1.0,0.5191303491592407,0.9895780086517334,-13.163999557495117,0.8886984586715698,Reinforcement learning demo_38
