Step,Scaffold,SMILES,Custom alerts,QED Score,dockstream,raw_dockstream,total_score,ID
119.0,O=c1[nH]c(=O)c2cc(-c3cccnc3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3cccnc3)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5923461318016052,0.9845960140228271,-12.888999938964844,0.9046439528465271,Reinforcement learning demo_0
118.0,O=c1[nH]c(=O)c2cc(-c3cncnc3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3cncnc3)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5909069776535034,0.9844645261764526,-12.883000373840332,0.9041765928268433,Reinforcement learning demo_1
118.0,O=c1[nH]c(=O)c2cc(-c3ccncn3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3ccncn3)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5909069776535034,0.9827488660812378,-12.809000015258789,0.9028633236885071,Reinforcement learning demo_2
117.0,O=c1[nH]c(=O)c2cc(-c3cn[nH]c3)cc(-c3ccccc3)c2[nH]1,Cn1cc(-c2cc(-c3cc(F)cc(F)c3)c3[nH]c(=O)[nH]c(=O)c3c2)cn1,1.0,0.5802832245826721,0.9828946590423584,-12.8149995803833,0.900248646736145,Reinforcement learning demo_3
117.0,O=c1[nH]c(=O)c2cc(-c3cncnc3)cc(-c3ccccc3)c2[nH]1,O=c1[nH]c(=O)c2cc(-c3cncnc3)cc(-c3cc(F)cc(F)c3)c2[nH]1,1.0,0.5800889134407043,0.9827732443809509,-12.8100004196167,0.9001057147979736,Reinforcement learning demo_4
86.0,O=c1[nH]c(=O)c2cc(-c3cn[nH]c3)cc(-c3ccccc3)c2[nH]1,Cn1cc(-c2cc(-c3ccc(F)cc3F)c3[nH]c(=O)[nH]c(=O)c3c2)cn1,1.0,0.5802832245826721,0.982428789138794,-12.795999526977539,0.899893045425415,Reinforcement learning demo_5
101.0,O=c1[nH]c(=O)c2cc(-c3cn[nH]c3)cc(-c3ccccc3)c2[nH]1,Cn1cc(-c2cc(-c3cccc(F)c3)c3[nH]c(=O)[nH]c(=O)c3c2)cn1,1.0,0.5895686745643616,0.9791561961174011,-12.675000190734863,0.8997718095779419,Reinforcement learning demo_6
94.0,c1ccc(-c2cc(-c3cccnc3)c3ccccc3c2)cc1,Cc1ccccc1-c1cc(-c2ccc(C(N)=O)nc2)c2ccccc2c1,1.0,0.572813093662262,0.984242856502533,-12.873000144958496,0.8993333578109741,Reinforcement learning demo_7
115.0,O=c1[nH]c(=O)c2cc(-c3cccnc3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3cnccc3C)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5839676856994629,0.9796783924102783,-12.692999839782715,0.8987407088279724,Reinforcement learning demo_8
116.0,O=c1[nH]c(=O)c2cc(-c3cncnc3)cc(-c3ccccc3)c2[nH]1,O=c1[nH]c(=O)c2cc(-c3cncnc3)cc(-c3cccc(F)c3)c2[nH]1,1.0,0.5890038013458252,0.9779793620109558,-12.63599967956543,0.8987269401550293,Reinforcement learning demo_9
115.0,O=c1[nH]c(=O)c2cc(-c3cccnc3)cc(-c3ccccc3)c2[nH]1,O=c1[nH]c(=O)c2cc(-c3cccnc3)cc(-c3cccc(F)c3)c2[nH]1,1.0,0.5915670990943909,0.9769330620765686,-12.602999687194824,0.8985757231712341,Reinforcement learning demo_10
82.0,O=c1[nH]c(=O)c2cc(-c3ccncc3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3ccncc3)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5923461318016052,0.9760410189628601,-12.576000213623047,0.8980888724327087,Reinforcement learning demo_11
70.0,O=c1[nH]c(=O)c2cc(-c3ccncc3)cc(-c3ccccc3)c2[nH]1,O=c1[nH]c(=O)c2cc(-c3ccncc3)cc(-c3ccc(F)cc3F)c2[nH]1,1.0,0.5819664001464844,0.9782871603965759,-12.645999908447266,0.8971635699272156,Reinforcement learning demo_12
99.0,O=c1[nH]c(=O)c2cc(-c3cn[nH]c3)cc(-c3ccccc3)c2[nH]1,Cc1ccccc1-c1cc(-c2cnn(C)c2)cc2c(=O)[nH]c(=O)[nH]c12,1.0,0.5916680693626404,0.9742633700370789,-12.524999618530273,0.8965544104576111,Reinforcement learning demo_13
119.0,O=c1[nH]c(=O)c2cc(-c3cc[nH]c3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3ccn(C)c3)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5920196771621704,0.9709304571151733,-12.437999725341797,0.8940863013267517,Reinforcement learning demo_14
97.0,O=c1ccc2cc(-c3ccccc3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3ccccc3C(N)=O)cc3ccc(=O)[nH]c23)c1,1.0,0.5763484835624695,0.9760410189628601,-12.576000213623047,0.8940001726150513,Reinforcement learning demo_15
117.0,N=c1ccc(-c2cc(-c3ccccc3)c3ccccc3n2)c[nH]1,N=c1ccc(-c2cc(-c3cc(F)cc(F)c3)c3cc(F)ccc3n2)c[nH]1,1.0,0.5357770919799805,0.9893530011177063,-13.14900016784668,0.8932165503501892,Reinforcement learning demo_16
117.0,O=c1[nH]c(=O)c2cc(-c3cn[nH]c3)cc(-c3ccccc3)c2[nH]1,Cn1cc(-c2cc(-c3ccc(F)cc3)c3[nH]c(=O)[nH]c(=O)c3c2)cn1,1.0,0.5895686745643616,0.9680374264717102,-12.369999885559082,0.8912492990493774,Reinforcement learning demo_17
95.0,O=c1[nH]c(=O)c2cc(-c3ccccc3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3ccccc3C)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5741351842880249,0.9731584191322327,-12.494999885559082,0.8912276029586792,Reinforcement learning demo_18
50.0,c1ccc(-c2[nH]ncc2-c2cccc3cccnc23)cc1,NC(=O)c1cnc2c(-c3cn[nH]c3-c3cccc(O)c3)cccc2c1,1.0,0.5365421175956726,0.9863647818565369,-12.975000381469727,0.8911796808242798,Reinforcement learning demo_19
89.0,O=c1[nH]c(=O)c2cc(-c3cn[nH]c3)cc(-c3ccccc3)c2[nH]1,Cc1cccc(-c2cc(-c3cnn(C)c3)cc3c(=O)[nH]c(=O)[nH]c23)c1,1.0,0.5916680693626404,0.9669052362442017,-12.345000267028809,0.8909081816673279,Reinforcement learning demo_20
